Date,Symbol,Adj Close,Close,High,Low,Open,Volume,Exchange,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Weight
2024-12-05,GOOGL,172.44236755371094,172.63999938964844,176.05999755859375,172.3300018310547,175.36000061035156,21356200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,191.96,2356904198144.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0415598652149337
2024-12-06,GOOGL,174.510009765625,174.7100067138672,175.0800018310547,171.86000061035156,172.02999877929688,21462400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,191.96,2356904198144.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0415598652149337
2024-12-09,GOOGL,175.3699951171875,175.3699951171875,176.25999450683594,173.64999389648438,173.9600067138672,25389600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,191.96,2356904198144.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0415598652149337
2024-12-10,GOOGL,185.1699981689453,185.1699981689453,186.3600006103516,181.0500030517578,182.8500061035156,54813000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,191.96,2356904198144.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0415598652149337
2024-12-11,GOOGL,195.3999938964844,195.3999938964844,195.6100006103516,184.8500061035156,185.30999755859372,67894100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,191.96,2356904198144.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0415598652149337
2024-12-12,GOOGL,191.9600067138672,191.9600067138672,195.17999267578125,191.7100067138672,194.9600067138672,32460315.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,191.96,2356904198144.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0415598652149337
2024-01-02,GOOG,139.0603485107422,139.55999755859375,140.61500549316406,137.74000549316406,139.60000610351562,20071900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-03,GOOG,139.85748291015625,140.36000061035156,141.08999633789062,138.42999267578125,138.60000610351562,18974300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-04,GOOG,137.5457763671875,138.0399932861328,140.63499450683594,138.00999450683594,139.85000610351562,18253300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-05,GOOG,136.8981170654297,137.38999938964844,138.80999755859375,136.85000610351562,138.3520050048828,15433200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-08,GOOG,140.02687072753906,140.52999877929688,140.63999938964844,137.8800048828125,138.0,17645300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-09,GOOG,142.0496063232422,142.55999755859375,142.8000030517578,139.7899932861328,140.05999755859375,19579700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-10,GOOG,143.28517150878906,143.8000030517578,144.52499389648438,142.4600067138672,142.52000427246094,16641900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-11,GOOG,143.15562438964844,143.6699981689453,146.66000366210938,142.21499633789062,144.89500427246094,17471100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-12,GOOG,143.7235870361328,144.24000549316406,144.74000549316406,143.36000061035156,144.33999633789062,13995200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-16,GOOG,143.5641632080078,144.0800018310547,145.83999633789062,143.05599975585938,143.42999267578125,19198900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-17,GOOG,142.37841796875,142.88999938964844,143.41000366210938,140.50999450683594,142.91000366210938,17884500.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-18,GOOG,144.4709014892578,144.99000549316406,145.5850067138672,143.35000610351562,143.44000244140625,18876800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-19,GOOG,147.4402313232422,147.97000122070312,148.0399932861328,145.8000030517578,146.30499267578125,27170900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-22,GOOG,147.18116760253906,147.7100067138672,150.01499938964844,147.5800018310547,148.7100067138672,21829200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-23,GOOG,148.14768981933594,148.67999267578125,148.86000061035156,147.19000244140625,147.72000122070312,14113600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-24,GOOG,149.8117218017578,150.35000610351562,151.57000732421875,149.83999633789062,150.2899932861328,19245000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-25,GOOG,153.08993530273438,153.63999938964844,154.75999450683594,151.22000122070312,151.74000549316406,21495100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-26,GOOG,153.23939514160156,153.7899932861328,154.11000061035156,152.8000030517578,152.8699951171875,19494500.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-29,GOOG,154.28564453125,154.83999633789062,155.1999969482422,152.9199981689453,153.63999938964844,20909300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-30,GOOG,152.50204467773438,153.0500030517578,155.0399932861328,152.77499389648438,154.00999450683594,26578900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-01-31,GOOG,141.29232788085938,141.8000030517578,145.58999633789062,141.5500030517578,145.38999938964844,43908600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-01,GOOG,142.19908142089844,142.7100067138672,144.6199951171875,142.25999450683594,143.69000244140625,25526900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-02,GOOG,143.0260772705078,143.5399932861328,143.8800048828125,138.1699981689453,140.88999938964844,42116900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-05,GOOG,144.41111755371094,144.92999267578125,146.6699981689453,143.91000366210938,144.0399932861328,29254400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-06,GOOG,144.88938903808594,145.41000366210938,146.74000549316406,144.52000427246094,145.9600067138672,21517700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-07,GOOG,146.1548309326172,146.67999267578125,147.0,145.2100067138672,146.1199951171875,21436100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-08,GOOG,146.69290161132812,147.22000122070312,147.61000061035156,146.4199981689453,146.97000122070312,18241300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-09,GOOG,149.6821746826172,150.22000122070312,150.69500732421875,147.42999267578125,147.9499969482422,21877700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-12,GOOG,148.19752502441406,148.72999572753906,150.58999633789062,148.55999755859375,149.5399932861328,17236100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-13,GOOG,145.84596252441406,146.3699951171875,148.0399932861328,145.11000061035156,146.07000732421875,18138500.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-14,GOOG,146.61318969726562,147.13999938964844,147.8300018310547,145.55499267578125,147.3699951171875,16651800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-15,GOOG,143.42466735839844,143.94000244140625,144.75999450683594,141.8800048828125,144.4600067138672,26724300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-16,GOOG,141.25245666503906,141.75999450683594,144.47999572753906,141.52000427246094,144.2100067138672,21849700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-20,GOOG,141.69088745117188,142.1999969482422,143.32899475097656,140.8000030517578,140.94000244140625,18625600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-21,GOOG,143.32501220703125,143.83999633789062,143.97999572753906,141.91000366210938,142.63999938964844,16499600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-22,GOOG,144.7997283935547,145.32000732421875,146.1999969482422,144.00999450683594,146.1199951171875,23024700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-23,GOOG,144.7698211669922,145.2899932861328,145.9550018310547,144.7899932861328,144.97000122070312,14519400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-26,GOOG,138.25323486328125,138.75,143.83999633789062,138.74000549316406,143.4499969482422,33513000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-27,GOOG,139.59841918945312,140.10000610351562,140.49000549316406,138.5,139.41000366210938,22364000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-28,GOOG,136.93797302246094,137.42999267578125,139.27999877929688,136.63999938964844,139.10000610351562,30628700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-02-29,GOOG,139.27955627441406,139.77999877929688,139.9499969482422,137.57000732421875,138.35000610351562,35485000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-01,GOOG,137.5856475830078,138.0800018310547,140.0,137.97500610351562,139.61000061035156,28522000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-04,GOOG,133.7195281982422,134.1999969482422,136.6300048828125,132.86000061035156,136.5399932861328,43571500.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-05,GOOG,133.301025390625,133.77999877929688,134.02000427246094,131.5500030517578,132.74000549316406,28447600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-06,GOOG,132.08538818359375,132.55999755859375,134.74000549316406,131.9499969482422,134.24000549316406,23175200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-07,GOOG,134.7558135986328,135.24000549316406,135.82000732421875,132.66000366210938,133.88999938964844,24107300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-08,GOOG,135.80203247070312,136.2899932861328,138.98500061035156,134.8000030517578,135.03500366210938,26472400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-11,GOOG,138.44256591796875,138.94000244140625,139.97999572753906,137.07000732421875,137.07000732421875,22536400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-12,GOOG,139.1201171875,139.6199951171875,140.27999877929688,138.2100067138672,138.25,19019700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-13,GOOG,140.26602172851562,140.77000427246094,142.19000244140625,140.00999450683594,140.05999755859375,19637000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-14,GOOG,143.82322692871094,144.33999633789062,144.72999572753906,141.48500061035156,142.3000030517578,36117900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-15,GOOG,141.66099548339844,142.1699981689453,144.33999633789062,141.1300048828125,143.41000366210938,41025900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-18,GOOG,147.94839477539062,148.47999572753906,152.92999267578125,148.13999938964844,149.3699951171875,47676700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-19,GOOG,147.39041137695312,147.9199981689453,149.6199951171875,147.00999450683594,148.97999572753906,17748400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-20,GOOG,149.14410400390625,149.67999267578125,149.75999450683594,147.6649932861328,148.7899932861328,17730000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-21,GOOG,148.20748901367188,148.74000549316406,151.30499267578125,148.00999450683594,150.32000732421875,19843900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-22,GOOG,151.22662353515625,151.77000427246094,152.55999755859375,150.08999633789062,150.24000549316406,19226300.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-25,GOOG,150.6088409423828,151.14999389648438,151.45599365234375,148.8000030517578,150.9499969482422,15114700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-26,GOOG,151.15689086914062,151.6999969482422,153.1999969482422,151.02999877929688,151.24000549316406,19312700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-27,GOOG,151.39602661132812,151.94000244140625,152.69000244140625,150.1300048828125,152.14500427246094,16622000.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-03-28,GOOG,151.71487426757812,152.25999450683594,152.6699981689453,151.3300018310547,152.0,21105600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-01,GOOG,155.939697265625,156.5,157.0,151.64999389648438,151.8300018310547,24469800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-02,GOOG,155.31195068359375,155.8699951171875,155.99000549316406,153.4600067138672,154.75,17598100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-03,GOOG,155.81016540527344,156.3699951171875,156.5500030517578,154.1320037841797,154.9199981689453,17266200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-04,GOOG,151.39602661132812,151.94000244140625,156.17999267578125,151.8800048828125,155.0800018310547,24184800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-05,GOOG,153.3888702392578,153.94000244140625,154.83999633789062,151.08099365234375,151.67999267578125,16289800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-08,GOOG,155.58099365234375,156.13999938964844,156.65499877929688,153.99000549316406,154.01499938964844,16641500.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-09,GOOG,157.57382202148438,158.13999938964844,159.88999938964844,156.63999938964844,157.35000610351562,21538100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-10,GOOG,157.09555053710938,157.66000366210938,158.16000366210938,156.1999969482422,157.8800048828125,16339200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-11,GOOG,160.21432495117188,160.7899932861328,161.1199951171875,157.92999267578125,158.33999633789062,17841700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-12,GOOG,158.6200714111328,159.19000244140625,161.6999969482422,158.60000610351562,159.40499877929688,16968200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-15,GOOG,155.7703094482422,156.3300018310547,160.8300018310547,156.14999389648438,160.27999877929688,21140900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-16,GOOG,155.4414825439453,156.0,157.22999572753906,155.0500030517578,155.63999938964844,15413200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-17,GOOG,156.31834411621094,156.8800048828125,158.68099975585938,156.13499450683594,157.19000244140625,16237800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-18,GOOG,156.89625549316406,157.4600067138672,158.48500061035156,156.2100067138672,156.9250030517578,14016100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-19,GOOG,155.16249084472656,155.72000122070312,157.99000549316406,153.91000366210938,157.75,20063900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-22,GOOG,157.38449096679688,157.9499969482422,159.18499755859375,155.66000366210938,156.00999450683594,17243900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-23,GOOG,159.3474578857422,159.9199981689453,160.47999572753906,157.96499633789062,158.58999633789062,16115400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-24,GOOG,160.52322387695312,161.10000610351562,161.38999938964844,158.82000732421875,159.08999633789062,19485700.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-25,GOOG,157.38449096679688,157.9499969482422,158.27999877929688,152.76800537109375,153.36000061035156,36197800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-26,GOOG,173.06814575195312,173.69000244140625,176.4199981689453,171.39999389648438,175.99000549316406,56500800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-29,GOOG,167.2988739013672,167.89999389648438,171.3800048828125,167.05999755859375,170.77000427246094,35914600.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-04-30,GOOG,164.05055236816406,164.63999938964844,169.8699951171875,164.5,167.3800048828125,29420800.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-05-01,GOOG,164.9772186279297,165.57000732421875,168.80999755859375,164.89999389648438,166.17999267578125,25223200.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-05-02,GOOG,167.8568878173828,168.4600067138672,168.52999877929688,165.69000244140625,166.6699981689453,17041100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-05-03,GOOG,168.38499450683594,168.99000549316406,169.85000610351562,164.97999572753906,169.5399932861328,22767100.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-05-06,GOOG,169.2219696044922,169.8300018310547,169.89999389648438,167.88999938964844,169.22000122070312,15147900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-05-07,GOOG,172.36068725585938,172.97999572753906,173.47000122070312,170.0,170.1199951171875,21102400.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
2024-05-08,GOOG,170.54721069335938,171.16000366210938,171.90899658203125,170.52200317382812,170.75,14569900.0,NMS,Alphabet Inc.,Alphabet Inc.,Communication Services,Internet Content & Information,193.63,2361569574912.0,123469996032.0,0.151,Mountain View,CA,United States,181269.0,0.0416421309386774
